[INFO] 2025-06-06 15:01:45,760 - Logging configurado. Log: C:\Users\alcai\source\repos\alcaicey\Automatizacion\src\logs_bolsa\bolsa_bot_log_20250606_150145.txt, HAR: C:\Users\alcai\source\repos\alcaicey\Automatizacion\src\logs_bolsa\network_capture.har, Datos: C:\Users\alcai\source\repos\alcaicey\Automatizacion\src\logs_bolsa\acciones-precios-plus_20250606_150145.json
[INFO] 2025-06-06 15:01:45,761 - --- Iniciando Intento de Automatización #1 ---
[INFO] 2025-06-06 15:02:00,609 - Paso 8: Navegando a la página de destino para datos: https://www.bolsadesantiago.com/plus_acciones_precios
[INFO] 2025-06-06 15:02:00,624 - Paso 8: Navegación inicial a https://www.bolsadesantiago.com/plus_acciones_precios (DOM cargado) completada.
[INFO] 2025-06-06 15:02:00,625 - Paso 9: Forzando recarga de la página actual (https://www.bolsadesantiago.com/plus_acciones_precios) para asegurar carga de datos premium...
[INFO] 2025-06-06 15:02:00,643 - JS CONSOLE (info): GB: close
[INFO] 2025-06-06 15:02:00,881 - JS CONSOLE (log): Head Connectig messaging system
[INFO] 2025-06-06 15:02:01,752 - JS CONSOLE (info): GB Chat UID 68433b22780473a984541de8
[INFO] 2025-06-06 15:02:01,753 - JS CONSOLE (info): GB: onStart
[INFO] 2025-06-06 15:02:01,754 - JS CONSOLE (info): GB:  Channel check
[INFO] 2025-06-06 15:02:01,755 - JS CONSOLE (warning): Modal "hubspot-modal" has scrollable flag set to true but height is not "auto" (75%)
[INFO] 2025-06-06 15:02:02,923 - JS CONSOLE (log): Connectig messaging system
[INFO] 2025-06-06 15:02:03,046 - JS CONSOLE (log): 
[INFO] 2025-06-06 15:02:03,572 - JS CONSOLE (log): paso por acá
[INFO] 2025-06-06 15:02:03,639 - JS CONSOLE (log): Messaging system first-pass connection
[INFO] 2025-06-06 15:02:03,805 - JS CONSOLE (log): User is authenticated
[INFO] 2025-06-06 15:02:03,806 - JS CONSOLE (log): Allocated new connection
[INFO] 2025-06-06 15:02:03,808 - JS CONSOLE (log): Suscribing to cl.bcs.queries.messages.dynamic.DynamicPrecioPremiumMessage
[INFO] 2025-06-06 15:02:03,968 - JS CONSOLE (log): Suscribed to cl.bcs.queries.messages.dynamic.DynamicPrecioPremiumMessage
[INFO] 2025-06-06 15:02:04,537 - JS CONSOLE (log): onMessage: [object Object]
[INFO] 2025-06-06 15:02:04,539 - JS CONSOLE (log): {className: cl.bcs.queries.messages.dynamic.DynamicPrecioPremiumMessage, message: Array(37)}
[INFO] 2025-06-06 15:02:05,718 - JS CONSOLE (log): Suscribing to cl.bcs.queries.messages.dynamic.DynamicAlertasMessage_alcaicey@gmail.com
[INFO] 2025-06-06 15:02:05,802 - Paso 9: Página recargada (https://www.bolsadesantiago.com/plus_acciones_precios) y red en reposo.
[INFO] 2025-06-06 15:02:05,802 - Paso 9b: Esperando 10 segundos adicionales para asegurar que todos los datos se carguen por XHR/WebSocket...
[INFO] 2025-06-06 15:02:15,803 - Paso 10: El script ha completado la navegación y espera. Los datos de la API deberían estar en el HAR.
[INFO] 2025-06-06 15:02:15,803 - Bloque Finally: Preparando análisis HAR y finalización...
[ERROR] 2025-06-06 15:02:15,803 - El archivo HAR C:\Users\alcai\source\repos\alcaicey\Automatizacion\src\logs_bolsa\network_capture.har no fue creado o no se encontró, no se puede analizar.
[INFO] 2025-06-06 15:02:15,804 - Proceso del script realmente finalizado.
